,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
527,Inception,2010,PG-13,16 Jul 2010,148 min,"Action, Adventure, Sci-Fi, Thriller",Christopher Nolan,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy",A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,"English, Japanese, French","USA, UK",Won 4 Oscars. Another 152 wins & 217 nominations.,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.8,"1,934,808",tt1375666,movie,07 Dec 2010,"$292,568,851",Warner Bros. Pictures,N/A,True,,
528,RuPaul's Drag Race UK,2019–,N/A,03 Oct 2019,60 min,"Game-Show, Reality-TV",N/A,N/A,"RuPaul, Michelle Visage, Baga Chipz, Owen Farrow",UK version of RuPaul's hit reality competition show where RuPaul searches for the country's next drag superstar.,N/A,UK,N/A,https://m.media-amazon.com/images/M/MV5BOWExMGY0NTQtNjUzNy00OWQ5LWEwNGUtYWU4MjI1ZTg3ZDkxXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,825,tt9780442,series,,,,,True,,N/A
529,Moving Art: Whales and Dolphins,2017,N/A,01 Apr 2017,N/A,N/A,Howard Hall,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt6417378,movie,N/A,N/A,N/A,N/A,True,,
530,Roxanne,1987,PG,19 Jun 1987,107 min,"Comedy, Romance",Fred Schepisi,"Edmond Rostand (play), Steve Martin (screenplay)","Steve Martin, Daryl Hannah, Rick Rossovich, Shelley Duvall",The large-nosed C.D. Bales is in love with the beautiful Roxanne; she falls for his personality but another man's looks.,English,USA,Nominated for 1 Golden Globe. Another 3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjNhY2RkN2YtN2NjZS00YzY1LWJiYzEtYjg4NjJkMDczYzQ4XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.6,"39,031",tt0093886,movie,04 Jul 2000,N/A,Columbia Pictures Corporation,N/A,True,,
531,Avengers of Justice: Farce Wars,2018,N/A,N/A,87 min,"Action, Comedy, Family",Jarret Tarnol,Richard Dane Scott,"Amy Smart, Shawn Michaels, Stephen Rannazzisi, Simon Rex","While trying to remain a good husband and father, Superbat and the Avengers of Justice come out of retirement to stop Dark Jokester and Lisp Luthor from freezing the planet.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMWRkNTE4NjYtN2RhYi00ZjFhLTk5ZTgtYjk3ODZmZWM1NDMwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.4/10'}]",N/A,2.4,299,tt6172666,movie,N/A,N/A,N/A,N/A,True,,
532,Half Past Dead,2002,PG-13,15 Nov 2002,98 min,"Action, Crime, Thriller",Don Michael Paul,Don Michael Paul,"Steven Seagal, Morris Chestnut, Ja Rule, Nia Peeples",This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,English,"USA, Germany",4 nominations.,https://m.media-amazon.com/images/M/MV5BNjJhOTVlNzMtODIwZi00NTI0LTkxNzUtNDczYjgyN2YzODkxXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,4.7,"14,183",tt0297162,movie,04 Mar 2003,"$15,361,537",Screen Gems,N/A,True,,
533,Higher Power,2018,R,11 May 2018,93 min,"Action, Sci-Fi, Thriller",Matthew Charles Santoro,"Julia Fair, Matthew Charles Santoro","Ron Eldard, Jade Tailor, Jordan Danger, Austin Stowell","When the Universe decides what it wants, it's pointless to resist. With his family's life at stake, Joseph Steadman finds himself the unwilling test subject of a maniacal scientist in a battle that could save the world, or destroy it.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmUzNTE4N2EtMmU3NS00OWFiLWJiMDEtM2UwNjczNTQ1ZGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"2,439",tt2924392,movie,14 Aug 2018,N/A,Magnet Releasing,N/A,True,,
534,Mad Max,1979,R,21 Mar 1980,88 min,"Action, Adventure, Sci-Fi, Thriller",George Miller,"James McCausland (screenplay), George Miller (screenplay), George Miller (original story), Byron Kennedy (original story)","Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley","In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.",English,Australia,4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTM4Mjg5ODEzMV5BMl5BanBnXkFtZTcwMDc3NDk0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.9,"183,396",tt0079501,movie,19 Nov 1997,N/A,American International Pictures,N/A,True,,
535,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
536,Final Destination 5,2011,R,12 Aug 2011,92 min,"Horror, Thriller",Steven Quale,"Eric Heisserer, Jeffrey Reddick (characters)","Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe",Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.,"English, Cantonese","USA, Canada, Singapore, Hong Kong",2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTgyOTExNDc1M15BMl5BanBnXkFtZTcwMDA0MTA4NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.8,"102,134",tt1622979,movie,27 Dec 2011,"$42,500,000",Warner Bros.,N/A,True,,
537,Maggie,2015,PG-13,08 May 2015,95 min,"Drama, Horror, Sci-Fi",Henry Hobson,John Scott 3,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Douglas M. Griffin","A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.",English,"USA, Switzerland",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTkyNzk0MTU2Ml5BMl5BanBnXkFtZTgwNDExNzMyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.6,"40,395",tt1881002,movie,07 Jul 2015,"$136,397",Lionsgate Films,N/A,True,,
538,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
539,Dirty Dancing,1987,PG-13,21 Aug 1987,100 min,"Drama, Music, Romance",Emile Ardolino,Eleanor Bergstein,"Jennifer Grey, Patrick Swayze, Jerry Orbach, Cynthia Rhodes","Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",English,USA,Won 1 Oscar. Another 10 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3MDY3ODQ2OV5BMl5BanBnXkFtZTgwOTQ2NTYxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.0,"189,176",tt0092890,movie,19 Aug 1997,"$1,899,606",Vestron Pictures,N/A,True,,
540,Stripes,1981,R,26 Jun 1981,106 min,"Comedy, War",Ivan Reitman,"Len Blum, Daniel Goldberg, Harold Ramis","Bill Murray, Harold Ramis, Warren Oates, P.J. Soles",Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,"English, Russian, Polish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"62,119",tt0083131,movie,18 Jun 2001,N/A,Columbia Pictures,N/A,True,,
541,Used Goods,2018,N/A,N/A,95 min,Comedy,Mohamed Hamdy,N/A,"Muhammad Ragab, Ayten Amer, Hassan Abdel Fattah, Magdy Bader","An international organization tries to kidnap Mustafa, an Egyptian cancer and AIDS medicine researcher.",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BMjJjZDYyNDItNDFkZi00Njg0LWE5MjEtMGYwZjUzZTc0MDYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,46,tt8887736,movie,N/A,N/A,N/A,N/A,True,,
542,Social Animals,2018,R,30 Sep 2018,90 min,Comedy,Theresa Bennett,Theresa Bennett,"Josh Radnor, Carly Chaikin, Aya Cash, Samira Wiley","A childless, single, broke, stoner attempts to salvage her failing business and love life while falling in love for the first time with a married man.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIxNjg0MDU5Ml5BMl5BanBnXkFtZTgwMTE2NDMzNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.2,"1,435",tt5639898,movie,01 Jun 2018,N/A,Vertical Entertainment,N/A,True,,
543,The Giver,2014,PG-13,15 Aug 2014,97 min,"Drama, Romance, Sci-Fi",Phillip Noyce,"Michael Mitnick (screenplay), Robert B. Weide (screenplay), Lois Lowry (book)","Jeff Bridges, Meryl Streep, Brenton Thwaites, Alexander Skarsgård","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",English,"South Africa, Canada, USA",3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTY1MTIxMjg2Ml5BMl5BanBnXkFtZTgwMjUyNzgwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"108,412",tt0435651,movie,25 Nov 2014,"$33,480,518",The Weinstein Company,N/A,True,,
544,Unbridled,2018,N/A,19 Oct 2018,N/A,Thriller,Jota Linares,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos","Abel (Daniel Grao) is a politician dedicated to the struggle for the most disadvantaged and Nora (Natalia Molina), his wife, is the unconditional support for him and who keeps an important ...",Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNWNiM2FmZTgtNDZhOS00MGYyLTk1NWMtZWNiNzAzNWNlMzBjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,126,tt7474914,movie,N/A,N/A,La Canica Films,N/A,True,,
545,Iliza Shlesinger: War Paint,2013,Not Rated,01 Jan 2013,75 min,Comedy,Jay Chapman,Iliza Shlesinger,Iliza Shlesinger,"Her innocent good looks are just a cover for Last Comic Standing winner Iliza Shlesinger's acerbic, stream-of-conscious comedy that she unleashes on an unsuspecting audience in her hometown of Dallas in her stand-up special ""War Paint.""",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE0OTMxODYxNF5BMl5BanBnXkFtZTgwODgxOTE3NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"1,619",tt2836376,movie,01 Sep 2013,N/A,N/A,N/A,True,,
546,Transformers: Rescue Bots Academy,2019–,N/A,05 Jan 2019,11 min,Animation,N/A,N/A,Keyon Williams,"Five young recruits from Cybertron train to be rescue bots at The Rescue Bots Academy on Earth. Hot Shot, Whirl, Hoist, Medix and Wedge learn the value of teamwork, courage and friendship ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2ZmNmU4MGItM2E1Ni00YTkyLWI3ZTktYTE5YTMxZjU4ODU1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,9,tt9557812,series,,,,,True,,N/A
547,Mokalik (Mechanic),2019,N/A,31 May 2019,100 min,Comedy,Kunle Afolayan,Tunde Babalola,"Femi Adebayo, Halimat Adegbola, Ayo Adesanya Hassan, Faith Afolabi","'Mokalik' follows the career of an 11-year-old boy, Ponmile, from the middle-class suburbs who spends the day as a lowly apprentice at a mechanic workshop in order to view life from the ...","English, Yoruba",Nigeria,1 nomination.,https://m.media-amazon.com/images/M/MV5BN2RjOTZmMDEtNWMyOC00MmU5LTk4OGUtYTA1MDdiNDBiNmY3XkEyXkFqcGdeQXVyMTAyOTIwNDU4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,81,tt10327136,movie,N/A,N/A,N/A,N/A,True,,
548,Hotel Transylvania: The Series,2017–,TV-Y7,04 Jun 2017,21 min,"Animation, Comedy, Family, Fantasy, Horror",N/A,Mark Steinberg,"Bryn McAuley, Evany Rosen, Gage Munroe, Joseph Motiki",A TV adaptation of the 2012 feature film 'Hotel Transylvania.',N/A,"USA, Canada",1 win & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNTRiMDViNzgtZTk1Mi00YjJhLTgwNjYtMTQ0OTM5NTQ0ZTk4XkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,463,tt4858114,series,,,,,True,,1
549,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
550,The Dark Crystal: Age of Resistance,2019–,TV-PG,30 Aug 2019,60 min,"Adventure, Drama, Family, Fantasy, Sci-Fi",N/A,"Jeffrey Addiss, Will Matthews","Neil Sterenberg, Beccy Henderson, Nathalie Emmanuel, Taron Egerton","Returns to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power, and set out to ignite the fires of rebellion and save their world.",English,"UK, USA",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNjVjODZmYWEtNjZhNC00MTdkLTgyMGYtNDBiODRmMzJkMDdjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"17,879",tt6905542,series,,,,,True,,1
551,Styling Hollywood,2019–,N/A,30 Aug 2019,N/A,Reality-TV,N/A,N/A,N/A,Stylist and interior designer Jason Bolden and husband Adair Curtis of JSN Studio make the magic happen on the red carpet and at home for A-listers.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzg1ZmRmYWMtMGEzYS00MjZmLWE4ZGQtODIzOTgxNmE0Mzg4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,200,tt10715202,series,,,,,True,,1
552,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
553,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
554,The A List,2018–,N/A,25 Oct 2018,25 min,"Crime, Drama, Mystery, Thriller",N/A,"Dan Berlinka, Nina Metivier","Lisa Ambalavanar, Ellie Duckles, Rosie Dwyer, Jacob Dudman","Mia arrives at an idyllic summer camp expecting to be Queen Bee, but the ""holiday of a lifetime"" turns into a twisted nightmare.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BOThiYWJmOGQtMmQwNi00ZmI1LWEyNmMtMWExNzI0OWM1MzRlXkEyXkFqcGdeQXVyNzQ2NDgwODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"1,237",tt9185110,series,,,,,True,,1
555,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
556,Designated Survivor: 60 Days,2019–,N/A,01 Jul 2019,70 min,"Drama, Thriller",N/A,N/A,"Jin-hee Ji, Joon-ho Huh, Han-na Kang, Joon-hyuk Lee","When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu Jin must find a way to lead Korea through the ensuing chaos.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMTZmZWIzNGItZGQ1YS00NmM3LTgzYTctNzEzMjIyMjViNTUwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,490,tt10405394,series,,,,,True,,1
557,Workin' Moms,2017–,TV-MA,10 Jan 2017,30 min,Comedy,N/A,Catherine Reitman,"Catherine Reitman, Dani Kind, Juno Rinaldi, Philip Sternberg","Four very different thirty-something working mothers and friends try to balance their jobs, family life and love life in modern day Toronto, Canada.",English,Canada,2 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BYTkyMmQxYTUtOWQwYy00Yzc1LTljODgtMDViNzVhN2E1Y2FkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU2ODAxMjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"7,323",tt6143796,series,,,,,True,,3
558,Falling Inn Love,2019,TV-PG,29 Aug 2019,98 min,"Comedy, Romance",Roger Kumble,"Elizabeth Hackett, Hilary Galanoy","Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne","When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWE1NmMzNjUtMDc3NS00ZjBlLTllMTktZTVkMWQzZGVlYzdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",N/A,5.6,"12,073",tt9860728,movie,29 Aug 2019,N/A,N/A,N/A,True,,
559,Kardec,2019,N/A,16 May 2019,110 min,Biography,Wagner de Assis,"L.G. Bayão, Wagner de Assis","Christian Baltauss, Letícia Braga, Sandra Corveloni, Louise D'Tuani","Tells the story of Allan Kardec, from his days as an educator to his contribution to the spiritist codification.",Portuguese,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BZmRjZmMyN2EtM2YzMy00ZGRmLTk5MmQtMzZjMDNjZjJiZWM1XkEyXkFqcGdeQXVyMzM1OTgxMDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,986,tt9213932,movie,29 Aug 2019,N/A,Netflix,N/A,True,,
560,Travis Scott: Look Mom I Can Fly,2019,TV-MA,28 Aug 2019,84 min,"Documentary, Music","White Trash Tyler, Isaac Yowman",N/A,"Kylie Jenner, Travis Scott, Stormi Webster","'Travis Scott: Look Mom I Can Fly' traces the Houston rapper's rise to super-stardom, focusing on the months surrounding ASTROWORLD.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmFiNTkxZGYtMmJmZC00YzgxLWEyYjAtYTY0Y2ZmMjMxYmJjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"2,688",tt10856726,movie,28 Aug 2019,N/A,N/A,N/A,True,,
561,Droppin' Cash: Los Angeles,2018–,N/A,25 Jan 2018,N/A,Reality-TV,N/A,N/A,Toni Romiti,Ball out with your favorite artists and athletes in LA as they drop crazy cash on the stuff we all dream about.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGExM2IwNWEtNDI2OS00NzNmLTkwZGItMjE2MzBhNjA3OGQxXkEyXkFqcGdeQXVyNTY1NTUyNjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",N/A,3.5,89,tt7983796,series,,,,,True,,N/A
562,Million Pound Menu,2018–,N/A,17 May 2018,60 min,"Game-Show, Reality-TV",N/A,"Natalie McArdle, Shaun Parry","Fred Sirieix, Matthew Hawksley",Participants try to convince a jury that their new restaurant ideas could work.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZWE1ZDc2ODQtMjIxYS00ODJiLTk1MGUtNTQ2N2VhZGVhZTFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,310,tt8488494,series,,,,,True,,2
563,Dave Chappelle: Sticks & Stones,2019,TV-MA,26 Aug 2019,65 min,Comedy,Stan Lathan,Dave Chappelle,Dave Chappelle,"Dave Chappelle takes on gun culture, the opioid crisis, and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BOWQ2NDZhNGMtOWMwNS00ZWJhLTk2ZGEtY2VkOTY3ZTljNDQ2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}]",N/A,8.5,"18,977",tt10810424,movie,26 Aug 2019,N/A,Netflix,N/A,True,,
564,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
565,Final Score,2018,R,14 Sep 2018,104 min,"Action, Drama, Thriller",Scott Mann,"David T. Lynch (screenplay by), Keith Lynch (screenplay by), Jonathan Frank (screenplay by)","Dave Bautista, Pierce Brosnan, Martyn Ford, Ray Stevenson","After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGEwODczZjYtZTU2MS00YzQ2LWJjMTUtMjQ4NjEwMTNkYmE4XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.7,"8,318",tt5254610,movie,13 Nov 2018,N/A,Saban Films,N/A,True,,
566,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
567,13 Reasons Why: Season 3 Promo,2019,N/A,01 Aug 2019,1 min,Short,N/A,N/A,"Alisha Boe, Ross Butler, Devin Druid, Brandon Flynn",This is the promo filmed for the third season.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzI1ZTQwZmItMTM2Ni00OWQ1LWI0M2EtZjgyMzc2YTMyNjVhXkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,23,tt10948060,movie,N/A,N/A,N/A,N/A,True,,
568,Yo-kai Watch,2015–,N/A,05 Oct 2015,N/A,"Animation, Action, Comedy, Fantasy",N/A,N/A,"Johnny Yong Bosch, Melissa Hutchison, Brent Pendergrass, Alicyn Packard","Nate, a young boy, stumbles upon the mysterious Yo-Kai Watch. Which allows him to see normally invisible Yo-Kai, mischievous beings from another dimension.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BM2I5YTgxMDQtOWE2NS00NTExLWI4MWQtNThhNDY3NDdhYzNhXkEyXkFqcGdeQXVyNjgxNjI2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,343,tt4523640,series,,,,,True,,3
569,Miss Sloane,2016,R,09 Dec 2016,132 min,"Drama, Thriller",John Madden,Jonathan Perera,"Jessica Chastain, David Wilson Barnes, John Lithgow, Alison Pill","In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",English,"France, USA, UK, Canada",Nominated for 1 Golden Globe. Another 1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.5,"58,792",tt4540710,movie,21 Mar 2017,"$3,439,171",EuropaCorp,N/A,True,,
570,Rust Valley Restorers,2018–,N/A,06 Dec 2018,38 min,Documentary,N/A,"Tyson Hepburn, Matthew Shewchuk",Michael Daingerfield,"Nestled in the foothills of the Rocky Mountains is one of the most unique car communities in the world: ""Rust Valley."" You can't miss it: acres upon acres of old and abandoned cars; a ...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMTJhYjU0MmQtMWQ4Ny00OTE1LTlmMmItMzQ3M2ZjNTQ0ZTBlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,812,tt9498102,series,,,,,True,,1
571,Downsizing,2017,R,22 Dec 2017,135 min,"Drama, Sci-Fi",Alexander Payne,"Alexander Payne, Jim Taylor","Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig","A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","English, Spanish, Norwegian, French, Korean, Greek, Vietnamese","USA, Norway",Nominated for 1 Golden Globe. Another 1 win & 15 nominations.,https://m.media-amazon.com/images/M/MV5BNDYxNDQ5OTYxOV5BMl5BanBnXkFtZTgwOTcyODkxNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,5.7,"90,251",tt1389072,movie,20 Mar 2018,"$22,932,429",Paramount Pictures,N/A,True,,
572,Love Alarm,2019–,TV-MA,N/A,N/A,"Comedy, Drama, Romance",N/A,N/A,"So-Hyun Kim, Vivian Lu, Kim Shi Eun",A love triangle between a hardworking girl and two boys who like her is complicated by the release of a phone app that notifies you every time a person who likes you is within 10 meters.,Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYzc0N2VmYjQtY2Y0Mi00NzBhLTk3YjctNDI4MTU2YWJkYWFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"1,091",tt9145880,series,,,,,True,,N/A
