,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
392,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
393,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
394,Blade of the Immortal,2017,R,03 Nov 2017,140 min,"Action, Drama",Takashi Miike,"Hiroaki Samura (manga), Tetsuya Oishi (screenplay)","Takuya Kimura, Hana Sugisaki, Sôta Fukushi, Hayato Ichihara","Manji, a highly skilled samurai, becomes cursed with immortality after a legendary battle. Haunted by the brutal murder of his sister, Manji knows that only fighting evil will regain his soul. He promises to help a young girl named Rin avenge her parents, who were killed by a group of master swordsmen led by ruthless warrior Anotsu. The mission will change Manji in ways he could never imagine - ...",Japanese,"Japan, UK, South Korea",10 nominations.,https://m.media-amazon.com/images/M/MV5BYzIwYmJlMjktMzJiMy00YmQzLThmNWYtNWY3NGViZjc4MzYwXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.8,"13,374",tt5084170,movie,N/A,N/A,N/A,N/A,True,,
395,La Mante,2017,N/A,28 Aug 2017,52 min,"Crime, Drama, Thriller",N/A,N/A,"Carole Bouquet, Fred Testot, Manon Azem, Pascal Demolon","A serial killer, nicknamed 'La Mante' decides to collaborate with the police when a string of murders that copycat her style suddenly appear.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BMzk2N2FjNWUtN2ViZi00ZDQ0LThhYzUtNDZkYzYyYjc3Y2MyXkEyXkFqcGdeQXVyNjU2MDA0NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"8,046",tt6467482,series,,,,,True,,1
396,Black,2017,TV-MA,14 Oct 2017,50 min,"Crime, Drama, Fantasy, Romance, Thriller",N/A,N/A,"Seung-heon Song, Ara Go, El Lee, Jae-yoon Jo",A man possessed by death. A woman who can see death. The earthly and the afterworld collide dangerously.,Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMDgyZmNhNTgtYzFmZi00YTZkLThjMWEtOWM5ZGU5ZWI2ZTE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"2,042",tt7298976,series,,,,,True,,1
397,Fifty Shades of Black,2016,R,29 Jan 2016,92 min,Comedy,Michael Tiddes,"Marlon Wayans, Rick Alvarez","Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps",An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3MTg3MzY4OV5BMl5BanBnXkFtZTgwNTI4MzM1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,3.5,"18,557",tt4667094,movie,19 Apr 2016,N/A,Open Road Films,N/A,True,,
398,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
399,Mr. Roosevelt,2017,R,22 Nov 2017,90 min,Comedy,Noël Wells,Noël Wells,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda","After a loved one falls ill, 25 year old struggling comedian Emily Martin returns to her college town of Austin, Texas and must come to terms with her past while staying with her ex-boyfriend and his new girlfriend.",English,USA,5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZWJjMjdjMWYtMzJmZS00YTNkLTk0NzMtNjNjN2EwMzEyNjdiXkEyXkFqcGdeQXVyMjM4ODc5MzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.2,"2,278",tt6212496,movie,N/A,N/A,Paladin Films,N/A,True,,
400,Todd Barry: Spicy Honey,2017,TV-14,26 Dec 2017,60 min,Comedy,Jay Chapman,Todd Barry,Todd Barry,"With bone-dry wit, stand-up comic Todd Barry dissects texting emergencies, Hitler's taste in wine, pricey soap, cheap pizza and much more.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BN2JlOTNlZTAtMWE0ZC00ODFlLTlhYTgtNjRjMDQzYWViZmUwXkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,657,tt6856186,movie,26 Dec 2017,N/A,Netflix,N/A,True,,
401,A Gray State,2017,TV-MA,03 Nov 2017,93 min,Documentary,Erik Nelson,N/A,"David Crowley, Komel Crowley, Rani Crowley, Dan Crowley Sr.","A documentary about the mysterious death of fringe political filmmaker David Crowley, who was found dead alongside members of his family in their suburban Minnesota home in January of 2015.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYTljYjNkMTgtZTY4NS00NjhmLWIzMjMtNGI1MzUyMTgxZWM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.2,"1,048",tt6794380,movie,14 Nov 2017,N/A,First Run Features,N/A,True,,
402,Renesse,2016,N/A,07 Jul 2016,77 min,Comedy,Willem Gerritsen,"Dirk Gerritsen (scenario), Willem Gerritsen (scenario), Gerben Hetebrij (story)","Niek Roozen, Martijn van Eijzeren, Simon Kindermans, Sam Doets","Four teenagers decide to spend their summer holiday on a camping at the beach. Officially to disseminate ashes of a grandfather, but foremost to finally get laid.",Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BMmI2ZGMxNWMtM2U4Yi00ZDA5LTlhMzQtYjQyODA2N2E0YTAxXkEyXkFqcGdeQXVyMTU1NTc0MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"5,457",tt4809458,movie,N/A,N/A,N/A,N/A,True,,
403,De Held,2016,N/A,29 Sep 2016,96 min,"Crime, History, Thriller",Menno Meyjes,"Jessica Durlacher (novel), Menno Meyjes (scenario)","Daan Schuurmans, Fedja van Huêt, Monic Hendrickx, Bilal Wahib",Sara Silverstein suddenly finds herself involved in various violent attacks. She realizes she needs to unravel her father's past to stop this threat.,Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BNTU1YzkwZTMtMDUwNC00YWNjLWEwN2EtODE2MzMzNzVlNDg3XkEyXkFqcGdeQXVyMTEzMjU0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,335,tt3522734,movie,N/A,N/A,Millstreet Films,N/A,True,,
404,Creep 2,2017,Not Rated,24 Oct 2017,78 min,"Horror, Thriller",Patrick Brice,"Mark Duplass, Patrick Brice","Karan Soni, Mark Duplass, Desiree Akhavan, Kyle Field","A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake.",English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjA2MTkxMDYzN15BMl5BanBnXkFtZTgwNTc3Mzc4MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.4,"15,832",tt3654796,movie,24 Oct 2017,N/A,The Orchard,N/A,True,,
405,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
406,The Visitors: Bastille Day,2016,N/A,06 Apr 2016,110 min,"Comedy, Fantasy",Jean-Marie Poiré,"Christian Clavier (adaptation), Christian Clavier (dialogue), Christian Clavier (screenplay), Jean-Marie Poiré (adaptation), Jean-Marie Poiré (dialogue), Jean-Marie Poiré (screenplay)","Christian Clavier, Jean Reno, Franck Dubosc, Karin Viard","Knight Godefroy de Montmirail and squire Jacquouille are stranded in 1793. Using trickery to break free from their shackles, both perilously partake in the Montmirail family's run away in the quest for an exiting time-shift.",French,"France, Belgium, Czech Republic",N/A,https://m.media-amazon.com/images/M/MV5BMzJmNDA4MDQtNjUzYi00YzBjLTgzNjEtM2EzYjZhZTBkYzg3XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"3,265",tt2441982,movie,N/A,N/A,N/A,N/A,True,,
407,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
408,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
409,Bright,2017,TV-MA,22 Dec 2017,117 min,"Action, Crime, Fantasy, Sci-Fi, Thriller",David Ayer,Max Landis,"Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez",A detective must work with an Orc to find a powerful wand before evil creatures do.,"English, Spanish",USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTcyNzk5NDg1Nl5BMl5BanBnXkFtZTgwNTM5MDQxNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,6.3,"158,434",tt5519340,movie,22 Dec 2017,N/A,Netflix,N/A,True,,
410,Chelsea,2017,N/A,N/A,N/A,Documentary,N/A,N/A,"Barack Obama, Chelsea Manning, Adrian Lamo, Daniel Ellsberg",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt6162756,movie,N/A,N/A,N/A,N/A,True,,
411,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
412,Jeremiah Tower: The Last Magnificent,2016,R,21 Apr 2017,103 min,"Documentary, Biography","Lydia Tenaglia, Morgan Fallon",N/A,"Stephen Torres, Martha Stewart, James Villas, Mario Batali",This documentary profiles an influential chef who played a pivotal role in the invention of a revolutionary new American cuisine.,English,"Mexico, USA",N/A,https://m.media-amazon.com/images/M/MV5BYWYxYzU2NGMtNWQ1Ni00NmIwLTkwZTgtZjI4ZTkyMmU3OTY0XkEyXkFqcGdeQXVyNjU2NTMxOTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.5,346,tt5163286,movie,N/A,N/A,N/A,N/A,True,,
413,London Has Fallen,2016,R,04 Mar 2016,99 min,"Action, Thriller",Babak Najafi,"Creighton Rothenberger (based on characters created by), Katrin Benedikt (based on characters created by), Creighton Rothenberger (story by), Katrin Benedikt (story by), Creighton Rothenberger (screenplay by), Katrin Benedikt (screenplay by), Christian Gudegast (screenplay by), Chad St. John (screenplay by)","Alon Aboutboul, Waleed Zuaiter, Adel Bencherif, Mehdi Dehbi","In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.","English, Italian, French, Japanese","UK, Bulgaria, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTY1ODY2MTgwM15BMl5BanBnXkFtZTgwOTY3Nzc3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.9,"136,428",tt3300542,movie,14 Jun 2016,N/A,Focus Features,N/A,True,,
414,Bad Moms,2016,R,29 Jul 2016,100 min,Comedy,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kathryn Hahn, Kristen Bell, Christina Applegate","When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.",English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjIwNzE5MTgwNl5BMl5BanBnXkFtZTgwNjM4OTA0OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.2,"107,975",tt4651520,movie,01 Nov 2016,"$113,217,955",Block Entertainment,N/A,True,,
415,The Indian Detective,2017–,N/A,19 Dec 2017,44 min,"Comedy, Crime, Drama, Mystery",N/A,N/A,"Russell Peters, Anupam Kher, Christina Cole, Mishqah Parthiephal",A Toronto police officer investigates a murder while visiting his father in India.,English,"Canada, Germany, South Africa",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODQ2NDBmNjUtMWI5My00MjU1LTgwNTctM2Q2NzM5NjY2MzM4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"2,429",tt5797220,series,,,,,True,,1
416,Russell Howard: Recalibrate,2017,TV-MA,19 Dec 2017,69 min,Comedy,Russell Howard,Russell Howard,Russell Howard,"Comedian Russell Howard brings his manic energy to a new stand-up special that tackles politics, childhood and why he's a jerk.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYzhjOGM1OTUtZmExOS00ODA0LWI0MDYtY2Q5NTQ5NjM3YWQ5XkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"1,052",tt7736664,movie,19 Dec 2017,N/A,Netflix,N/A,True,,
417,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
418,Mother's Day,2016,PG-13,29 Apr 2016,118 min,"Comedy, Drama, Romance",Garry Marshall,"Anya Kochoff (screenplay), Matthew Walker (screenplay), Tom Hines (screenplay), Lily Hollander (story), Matthew Walker (story), Tom Hines (story), Garry Marshall (story)","Jennifer Aniston, Timothy Olyphant, Shay Mitchell, Caleb Brown",Three generations come together in the week leading up to Mother's Day.,"English, Spanish",USA,1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BODYzMjc5NDEzNF5BMl5BanBnXkFtZTgwMzI3ODcyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18,5.7,"30,338",tt4824302,movie,02 Aug 2016,"$29,149,230",Open Road Films,N/A,True,,
419,Mechanic: Resurrection,2016,R,26 Aug 2016,98 min,"Action, Adventure, Thriller",Dennis Gansel,"Lewis John Carlino (based upon the characters created by), Philip Shelby (story by), Philip Shelby (screenplay by), Tony Mosher (screenplay by)","Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh",Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.,"English, Portuguese, Thai, Bulgarian","France, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BMjYwODExNzUwMV5BMl5BanBnXkFtZTgwNTgwNjUyOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.7,"71,994",tt3522806,movie,22 Nov 2016,"$21,203,260",Summit Entertainment,N/A,True,,
420,Seoul Searching,2015,TV-MA,15 Dec 2017,105 min,"Comedy, Drama, Music, Romance",Benson Lee,Benson Lee,"Justin Chon, Jessika Van, In-Pyo Cha, Teo Yoo","In 1986, a group of foreign born Korean teenagers attend a summer camp in South Korea.","English, Korean, German","South Korea, China, USA",2 wins.,https://m.media-amazon.com/images/M/MV5BMTUyNDM2MzQ1OV5BMl5BanBnXkFtZTgwMzU0NzEwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.1,853,tt2566644,movie,N/A,"$8,966",Wonder Vision,N/A,True,,
421,Pottersville,2017,PG-13,10 Nov 2017,84 min,Comedy,Seth Henrikson,Daniel Meyer,"Michael Shannon, Judy Greer, Ron Perlman, Christina Hendricks",Maynard is a beloved local businessman who is mistaken for the legendary Bigfoot during an inebriated romp through town in a makeshift gorilla costume. The sightings set off an ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWRjMTFhOGYtOTZhNC00OGQwLTgwYjctZDdlMWVlNzI4MGRiXkEyXkFqcGdeQXVyNjkzMjQxNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.3,"3,325",tt3672120,movie,N/A,N/A,Wing and a Prayer Pictures,N/A,True,,
422,Wormwood,2017,N/A,15 Dec 2017,241 min,"Documentary, Biography",N/A,N/A,"Peter Sarsgaard, Christian Camargo, Eric Olson, Scott Shepherd","In 1953, Army scientist Frank Olson takes a fatal plunge from a hotel window. In 1975, a bombshell report ties his death to a top-secret experiment.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BOTIyNzQxNjczM15BMl5BanBnXkFtZTgwODUzNDEzNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"3,261",tt7306056,series,,,,,True,,1
423,Christmas Inheritance,2017,N/A,15 Dec 2017,104 min,"Comedy, Drama",Ernie Barbarash,Dinah Eng,"Eliza Taylor, Jake Lacy, Andie MacDowell, Neil Crone","To be the CEO, an heiress is challenged by her dad to deliver a Christmas letter in person to his ex-partner in their hometown - traveling by bus, incognito and with only $100. Will she learn something from the people there?",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjM2ODVjNjItMTRhNi00ZGU0LTkyM2UtNTJlMmE3NzBkMjE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,5.7,"8,243",tt7608534,movie,15 Dec 2017,N/A,Netflix,N/A,True,,
424,Erased,2017,TV-14,15 Dec 2017,30 min,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",N/A,N/A,"Yûki Furukawa, Tomoka Kurotani, Reo Uchikawa, Brenda Joan Wong","After finding his mom killed, Satoru's time-traveling ability takes him back 18 years for a chance to prevent her death and those of three classmates.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYzliNDYxYWEtZTJiZi00YzQ3LWJlMTMtMDkzOWNhMGI1ZTVjXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"2,373",tt7573686,series,,,,,True,,1
425,Risk,2017,N/A,08 Sep 2017,4 min,"Short, Action, Drama, Thriller",Tony Saint Marc,Felipe Tonon (screenplay),Evelyn Roca,A Thriller short film about a woman who has a difficult situation and thinks about possibilities of the right solution.,"English, Spanish",Switzerland,N/A,https://m.media-amazon.com/images/M/MV5BYzQ1M2VhNWYtNTViZC00MzJiLWExOWEtMTAzZjQ4YjI0MWYxXkEyXkFqcGdeQXVyNDM1NjM5MzY@._V1_SX300.jpg,"[{'Source': 'Rotten Tomatoes', 'Value': '81%'}]",N/A,N/A,N/A,tt7028696,movie,N/A,$756,NEON,N/A,True,,
426,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
427,Judd Apatow: The Return,2017,TV-14,12 Dec 2017,69 min,Comedy,Marcus Raboy,Judd Apatow,Judd Apatow,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY2NTAyNTYyOV5BMl5BanBnXkFtZTgwNDU2NTI0NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,6.2,"1,131",tt7738550,movie,12 Dec 2017,N/A,Netflix,N/A,True,,
428,El Camino Christmas,2017,TV-MA,08 Dec 2017,89 min,"Comedy, Crime, Western",David E. Talbert,"Theodore Melfi, Christopher Wehner","Dax Shepard, Kurtwood Smith, Luke Grimes, Emilio Rivera","Eric comes to El Camino looking for his unknown dad. He's harassed, hit and jailed by a drunk local cop, who later shoots at a liquor mart with Eric +4 inside. The sheriff and deputy then shoot up the place, answering each other's fire.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODk3MzY0MDkyM15BMl5BanBnXkFtZTgwNzUxNzMyNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,5.6,"6,641",tt3255590,movie,08 Dec 2017,N/A,Netflix,N/A,True,,
429,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
430,Craig Ferguson: Tickle Fight,2017,N/A,05 Dec 2017,66 min,Comedy,Jay Chapman,N/A,Craig Ferguson,"-Cheeky comic Craig Ferguson keeps it casual as he discusses 1970's porn, Japanese toilets and his mildly crime-filled days as a talk show host.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWYyNjNhYzItNWQzOS00Y2RiLWIyZDItM2EwNTA1ZWEwMjcyXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,824,tt7193448,movie,05 Dec 2017,N/A,Netflix,N/A,True,,
431,Temple,2017,TV-MA,01 Sep 2017,78 min,"Adventure, Drama, Horror",Michael Barrett,"Simon Barrett, Neal Edelstein (story), Shinya Egawa (story), Mike Macari (story)","Logan Huffman, Natalia Warner, Brandon Sklenar, Naoto Takenaka","Three American tourists follow a mysterious map deep into the jungles of Japan searching for an ancient temple. When spirits entrap them, their adventure quickly becomes a horrific nightmare.","Japanese, English","Japan, USA",N/A,https://m.media-amazon.com/images/M/MV5BNmVhNTMyZTUtOTkwYS00NzU3LTg1NDEtMTQ5ZGNiNWE1YWYyXkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,3.6,"3,878",tt4898730,movie,N/A,N/A,Hooked Digital Media,N/A,True,,
432,Jab Harry Met Sejal,2017,Not Rated,04 Aug 2017,143 min,"Comedy, Drama, Romance",Imtiaz Ali,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Björn Freiberg, Martavious Gayles",A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl.,Hindi,India,6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzMDI2NDUwOV5BMl5BanBnXkFtZTgwNzE2NjU3MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}]",N/A,5.3,"17,600",tt5997666,movie,N/A,"$1,284,740",Yash Raj Films USA,N/A,True,,
433,Forbidden Games: The Justin Fashanu Story,2017,PG-13,06 Oct 2017,80 min,Documentary,"Jon Carey, Adam Darke",N/A,"Justin Fashanu, John Fashanu, Bevan Celestine, Stephen Yaw Agyekum Asante",The tragic story of the first and only football player to come out as gay whilst still playing.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNTljMzMzMWYtNjNiNS00MTcwLTk2NTMtYjVjMGZhODQzOGQ1XkEyXkFqcGdeQXVyNTgwNzUxOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,248,tt6538102,movie,N/A,N/A,N/A,N/A,True,,
434,Diana: In Her Own Words,2017,N/A,14 Aug 2017,112 min,"Documentary, Biography","Tom Jennings, David Tillman","Tom Jennings, David Tillman",Princess Diana,This documentary uses the recordings Princess Diana made for the book that was written by Andrew Morton. In this documentary Diana narrates her life and the events that surrounded her.,English,UK,2 wins.,https://m.media-amazon.com/images/M/MV5BNmQzM2RiMWYtNTk3OC00MjI0LWE2YjgtYTI5Zjk5MmY4YmE5XkEyXkFqcGdeQXVyNzA4NzM4ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"1,222",tt7188868,movie,N/A,N/A,N/A,N/A,True,,
435,The Legend of 420,2017,N/A,20 Sep 2017,87 min,"Documentary, Comedy",Peter Spirer,Michael Andrews,"Shaun Attwood, W. Earl Brown, Tommy Chong, Mitchell Colbert",A comedy documentary outlining the progression of the ever growing cannabis industry.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmQ3NjQwNjItZmEzMy00MjY0LTgzMjYtMmIyMGZkNGM0MDQ4XkEyXkFqcGdeQXVyNzcwNTA2NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.7,356,tt7027566,movie,03 Oct 2017,N/A,Head Gear Films,N/A,True,,
436,Much Ado About Nothing,1993,PG-13,02 Jul 1993,111 min,"Comedy, Drama, Romance",Kenneth Branagh,"William Shakespeare (play), Kenneth Branagh (adaptation)","Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill","Young lovers Hero (Kate Beckinsale) and Claudio (Robert Sean Leonard), soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick (Sir Kenneth Branagh) and Beatrice (Dame Emma Thompson) to wed as well.",English,"UK, USA",Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.3,"43,616",tt0107616,movie,01 Jan 1998,N/A,Screenvision,N/A,True,,
437,The Worthy,2016,N/A,23 Feb 2017,99 min,"Action, Sci-Fi, Thriller",Ali F. Mostafa,Vikram Weet,"Ali Suliman, Maisa Abd Elhadi, Mahmoud Al Atrash, Mohammad Al Ibrahimi","After the vast majority of the world's water supply is lethally contaminated, a small group of survivors who have taken refuge near a rare clean water source are thrust into a deadly game of cat and mouse and must defend their lives from infiltrators who aren't what they seem.","Arabic, English","United Arab Emirates, Romania",4 nominations.,https://m.media-amazon.com/images/M/MV5BZWMzNzhiMDYtYTkxZC00M2M1LWFlNzYtMzE2YzUzZmRiNzJiL2ltYWdlXkEyXkFqcGdeQXVyNjYxMzQ3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"1,334",tt4943218,movie,N/A,N/A,N/A,N/A,True,,
438,Cheapest Weddings,2016–,N/A,N/A,N/A,Reality-TV,N/A,N/A,Melanie Vallejo,Cheapest Weddings is an Australian reality television series which premiered on the Seven Network on 22 August 2016. The program is narrated by Melanie Vallejo and follows couples who plan their wedding on a very small budget.,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BODA1ZjA3NWItNmJmMS00Y2U0LWJiNTEtZTFhZTZmZGUxMWRmXkEyXkFqcGdeQXVyMjk3ODk1MzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,16,tt10333780,series,,,,,True,,N/A
