,Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons,rotten_tomatoes_rating
2189,90,Jailbreak,2017,TV-MA,29 Sep 2017,92 min,"Action, Comedy",Jimmy Henderson,"Jimmy Henderson, Michael Hodgson","Celine Tran, Jean-Paul Ly, Laurent Plancel, Tharoth Sam","What started as a simple escort mission will soon turn to chaos as the prisoners of Koh Kla take over the prison grounds. A special task force [Jean-Paul Ly, Dara Our, Tharoth Sam] gets ...","Khmer, English, French",Cambodia,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYmZjNmExZTEtZWU2My00ZGRjLTg2YzMtYmZjYWE0NTNlZTVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTE3NTY3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",,5.4,"1,082",tt5741304,movie,,,,,True,,,70%
2190,91,John Mulaney: Kid Gorgeous at Radio City,2018,TV-MA,01 May 2018,65 min,Comedy,Alex Timbers,John Mulaney,"John Mulaney, Jon Brion, Carole Shelley","John Mulaney relays stories from his childhood and Saturday Night Live (1975), eviscerates the value of college, and laments getting older in this comedy special. Other topics include the church, his family, Trump and pedophiles abducting kids.",English,USA,,https://m.media-amazon.com/images/M/MV5BOWZlYjE4ZDYtNjhlNi00ZGQ0LTgxZmUtNGRjNDM4YWJmOWNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,7.9,"4,691",tt8271714,movie,01 May 2018,,Netflix,,True,,,100
2191,92,Sometimes,2016,TV-14,30 Apr 2018,110 min,Drama,Priyadarshan,Abilash Nair (screenplay),"Prakash Raj, Ashok Selvan, Nassar, Shreya Reddy","Seven People anxiously wait for their HIV results in a clinic, bribe a clinical staff to know their results in advance. What is the result ?",Tamil,India,,https://m.media-amazon.com/images/M/MV5BZWEyYzViNGMtOWQyOC00OTk4LWE0NGEtNTMyNDk2ZTZkNDIyXkEyXkFqcGdeQXVyMTU2OTI0Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,505,tt5877882,movie,,,,,True,,,-
2193,94,"Grimgar, Ashes and Illusions",2016,TV-14,10 Jan 2016,24 min,"Animation, Adventure, Drama, Fantasy",,,"Ricco Fajardo, Jarrod Greene, Orion Pitts, Jeannie Tirado","Haruhiro suddenly wakes up, with no memory but his name. There are a lot of people around, but noone seems to know anything. Haruhiro forms a party of some of the people and start exploring.",Japanese,Japan,2 nominations.,https://m.media-amazon.com/images/M/MV5BYWUwZTU2ZjEtMmU1YS00ODdmLWIwNDktZDExMzhlNmRmZDczL2ltYWdlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"1,777",tt5341430,series,,,,,True,,1.0,-
2194,95,Le K Benzema,2017,,12 Nov 2017,120 min,"Documentary, Sport","Florent Bodin, Damien Piscarel",,"Gareth Bale, Karim Benzema, Thierry Henry, Marcelo",The life of celebrity soccer player Karim Benzema.,French,France,,https://m.media-amazon.com/images/M/MV5BNWNkODRmOGUtZGU4My00M2YxLTgxYTktYWEyMjdhOWJmMzY2XkEyXkFqcGdeQXVyODIxOTg5MTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,420,tt7427806,movie,,,,,True,,,-
2195,96,The Carter Effect,2017,TV-14,23 Apr 2018,60 min,"Documentary, Sport",Sean Menard,,"Vince Carter, Drake, Tracy McGrady, Steve Nash","In his latest documentary, Sean Menard gives viewers an unprecedented look at Vince Carter: the six-foot-six, eight-time NBA All-Star from Daytona Beach who made waves in the Canadian basketball scene when he joined the Raptors in 1998.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOWY3ZDA5ZTItMGEwZi00OThjLWJlMzctZjhjNDgwOWE3M2ZmXkEyXkFqcGdeQXVyOTg4MDc4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,"1,190",tt7284952,movie,,,,,True,,,-
2196,97,My Perfect Romance,2018,PG,06 May 2018,91 min,Romance,Justin G. Dyck,"Stella Bagwell (Based on the novel ""Fortune's Perfect Valentine"" by), Amanda McNeice","Jodie Sweetin, Lauren Holly, Morgan Fairchild, Kimberly-Sue Murray","Newly appointed CEO of Robinson Tech, Wes Robinson, is looking for new ideas to boost the company's sales. Vivian Blair, a program developer, shares a dating algorithm she has been working ...",English,Canada,,https://m.media-amazon.com/images/M/MV5BOTEzZTZjODYtMzE5NS00ZDFjLTk0ZjQtNDU0ZjU5ZTFhMGQ2XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",,4.6,"2,098",tt7358936,movie,,,,,True,,,-
2197,98,Toc Toc,2017,TV-MA,06 Oct 2017,90 min,Comedy,Vicente Villanueva,"Laurent Baffie (play), Vicente Villanueva","Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero",The adventures and misadventures of a group of patients with OCD appointed at the same time.,Spanish,Spain,1 nomination.,https://m.media-amazon.com/images/M/MV5BN2RiNmEwNzMtYjI2ZS00OThjLWI2MmUtMzg0ZDhiZTI0NjFhXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,"9,480",tt6060156,movie,,,,,True,,,-
2198,99,Darc,2018,TV-MA,01 May 2018,97 min,"Action, Thriller",Julius R. Nasso,"Tony Schiena (screenplay), Dennis Venter","Tony Schiena, Armand Assante, Kippei Shîna, Shô Ikushima","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.","English, Japanese",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjFiZmExN2YtNmMyNy00NTc5LWI0YWYtMTI0YzVlM2I2YTk0XkEyXkFqcGdeQXVyMTU5ODE5ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",,5.8,"3,186",tt4594836,movie,,,,,True,,,-
2200,101,Gridiron Gang,2006,PG-13,15 Sep 2006,125 min,"Biography, Crime, Drama, Sport",Phil Joanou,"Jeff Maguire, Jac Flanders (film ""Gridiron Gang"")","Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",English,USA,,https://m.media-amazon.com/images/M/MV5BNzk4NTAwNTAzN15BMl5BanBnXkFtZTcwNjczODYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.9,"48,023",tt0421206,movie,16 Jan 2007,"$38,432,823",Sony Pictures,,True,,,43%
2201,102,The House Bunny,2008,PG-13,22 Aug 2008,97 min,"Comedy, Romance",Fred Wolf,"Karen McCullah, Kirsten Smith","Anna Faris, Colin Hanks, Emma Stone, Kat Dennings","After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BODkxMDg0MjM2OF5BMl5BanBnXkFtZTcwMjc0NTU4MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,5.5,"76,888",tt0852713,movie,19 Dec 2008,"$48,237,389",Sony Pictures/Columbia,,True,,,43%
2202,103,The International,2009,R,13 Feb 2009,118 min,"Action, Crime, Drama, Mystery, Thriller",Tom Tykwer,Eric Warren Singer,"Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen",An Interpol agent attempts to expose a high-profile financial institution's role in an international arms dealing ring.,"English, Italian, French, Danish","USA, Germany, UK, France",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjE3Njg5NzY2OV5BMl5BanBnXkFtZTcwMDMxNjEwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.5,"88,822",tt0963178,movie,09 Jun 2009,"$25,450,527",Sony Pictures/Columbia,,True,,,58%
2204,105,Life Happens,2011,R,13 Apr 2012,100 min,Comedy,Kat Coiro,"Kat Coiro (screenplay), Krysten Ritter (screenplay)","Krysten Ritter, Kate Bosworth, Rachel Bilson, Geoff Stults","A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.",English,"USA, Canada",,https://m.media-amazon.com/images/M/MV5BMjExOTk3MTcwNV5BMl5BanBnXkFtZTcwMjk1NDU2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,5.6,"7,462",tt1726589,movie,14 Aug 2012,,PMK-BNC,,True,,,26%
2205,106,National Security,2003,PG-13,17 Jan 2003,88 min,"Action, Comedy, Crime, Thriller",Dennis Dugan,"Jay Scherick, David Ronn","Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke",Two mismatched security guards are thrown together to bust a smuggling operation.,English,USA,,https://m.media-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31.0,5.6,"45,905",tt0271668,movie,27 May 2003,"$35,764,982",Sony Pictures,,True,,,11%
2207,108,30 Minutes or Less,2011,R,12 Aug 2011,83 min,"Action, Comedy, Crime",Ruben Fleischer,"Michael Diliberti (screenplay), Michael Diliberti (story), Matthew Sullivan (story)","Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...","English, German, Spanish",USA,,https://m.media-amazon.com/images/M/MV5BMTM5NjM0ODY1NF5BMl5BanBnXkFtZTcwMjk5NjI0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,6.1,"90,543",tt1622547,movie,29 Nov 2011,"$37,100,000",Sony Pictures,,True,,,44%
2208,109,Elite Squad: The Enemy Within,2010,Not Rated,08 Oct 2010,115 min,"Action, Crime, Drama, Thriller",José Padilha,"Bráulio Mantovani (screenplay), Bráulio Mantovani (story), José Padilha (screenplay), José Padilha (story), Rodrigo Pimentel (story)","Wagner Moura, Irandhir Santos, André Ramiro, Milhem Cortaz","After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",Portuguese,Brazil,45 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzMzMxOTUyNV5BMl5BanBnXkFtZTcwNjI3MDc5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,8.0,"76,458",tt1555149,movie,14 Feb 2012,"$100,119",Variance Films,,True,,,93%
2211,112,Black Crows,2017,,27 May 2017,,"Drama, Thriller, War",,,"Eman Abdelaziz, Shoaib Ahmed, Mohammed Al-Ahmad, Maram Al-Bloushi",A look at the lives of various members of an ISIS terrorist cell.,"Arabic, French, English","Saudi Arabia, Syria, Egypt, Lebanon, Kuwait",,https://m.media-amazon.com/images/M/MV5BMGFjNzA2NTctNmNiNy00MDMxLTg5ZGItZGQwNWMzY2NlOGM5XkEyXkFqcGdeQXVyMTk0NjM1ODQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,6.3,121,tt7356518,series,,,,,True,,,-
2213,114,Ben 10,2005–2008,TV-Y7-FV,27 Dec 2005,30 min,"Animation, Action, Adventure, Family, Sci-Fi",,"Joe Casey, Joe Kelly, Man of Action, Duncan Rouleau, Steven T. Seagle","Tara Strong, Paul Eiding, Meagan Moore, Dee Bradley Baker","The story of Ben Tennyson, a typical kid who becomes very atypical after he discovers the Omnitrix, a mysterious alien device with the power to transform the wearer into ten different alien species.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMGU1MGQ1YTgtZTdkYi00ODI3LWFjMzItYmZkN2IxMmM0M2M4XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,"11,096",tt0760437,series,,,,,True,,4.0,-
2215,116,The Powerpuff Girls,2016–,TV-Y7-FV,04 Apr 2016,60 min,"Animation, Action, Comedy, Family, Fantasy, Sci-Fi",,Craig McCracken,"Amanda Leighton, Natalie Palamides, Kristen Li, Tom Kane","Made from sugar, spice, everything nice and Chemical X by the Professor; Blossom, Bubbles, and Buttercup now use their superpowers and super cuteness to save the world (or at least Townsville) from evil villains and all things icky.",English,USA,Nominated for 1 Primetime Emmy. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4MzMxMjg2MV5BMl5BanBnXkFtZTgwNDcxNjg0ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",,3.5,"2,843",tt4718304,series,,,,,True,,3.0,-
2216,117,Bobby Kennedy for President,2018,TV-MA,27 Apr 2018,245 min,"Documentary, Biography, Drama",,,"Harry Belafonte, Peter Edelman, Paul Schrade, William Vanden Heuvel","This four-part documentary series weaves together rare and exclusive footage of attorney general, U.S. senator, and presidential candidate Robert F. Kennedy in the 1960s.",,,,https://m.media-amazon.com/images/M/MV5BMTYxNjQ2MTA1MF5BMl5BanBnXkFtZTgwOTQyODQxNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",,8.2,888,tt8200004,series,,,,,True,,1.0,-
2217,118,The Week Of,2018,TV-14,27 Apr 2018,116 min,Comedy,Robert Smigel,"Adam Sandler, Robert Smigel","Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch","Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough.",English,USA,,https://m.media-amazon.com/images/M/MV5BMjUwMjczMzY5OV5BMl5BanBnXkFtZTgwMjgyMTczNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,5.1,"16,219",tt6821012,movie,27 Apr 2018,,Netflix,,True,,,27%
2218,119,The Rachel Divide,2018,TV-MA,27 Apr 2018,100 min,Documentary,Laura Brownson,"Laura Brownson, Jeff Seymann Gilbert","Rachel Dolezal, Franklin Dolezal, Siobhan Abrams, Vanessa Bayer",Rachel Dolezal becomes a social phenomenon when she passes herself off as an African American and becomes the head of her local N.A.A.C.P. chapter.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYmMzZGRhMjctYTA4My00YWQ3LWJlZjUtZjZmZjU2NjI3NWMzXkEyXkFqcGdeQXVyNjc5NTc1MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.2,"1,519",tt8106570,movie,27 Apr 2018,,Netflix,,True,,,72%
2219,120,The New Legends of Monkey,2018–,TV-PG,28 Apr 2018,24 min,"Action, Adventure, Comedy, Fantasy",,,"Chai Hansen, Luciane Buchanan, Josh Thomson, Emilie Cocquerel","Entering the mythical world of the Monkey King, where a young monk and his group of disciples are on a journey to collect scrolls of Buddhist wisdom.",English,"Australia, New Zealand",2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjM2NDRkZjgtMmM3Ni00MDllLWE2N2ItMzBlMTE2OWMzNDBlXkEyXkFqcGdeQXVyMTAxOTczMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"2,386",tt6807662,series,,,,,True,,1.0,-
2220,121,Candy Jar,2018,TV-14,27 Apr 2018,92 min,Comedy,Ben Shelton,Chad Klitzman,"Jacob Latimore, Sami Gayle, Tom Bergeron, Helen Hunt",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,English,USA,,https://m.media-amazon.com/images/M/MV5BMDZiYTg3NTQtNzU2Ni00ZjhkLTk4YTAtMDZkY2RjNDllNjhiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",,5.8,"3,857",tt6744044,movie,27 Apr 2018,,Netflix,,True,,,71%
2222,123,Tokyo Ghoul: re,2018–,TV-MA,03 Apr 2018,24 min,"Animation, Action, Drama, Fantasy, Horror, Mystery, Thriller",,,"Natsuki Hanae, Kaito Ishikawa, Ayane Sakura, Natsumi Fujiwara","Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem ...",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BY2M4MGVjODgtYmY4OS00N2U4LTlkNzUtY2NjYzRiMTI3YjgwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,"2,811",tt8213522,series,,,,,True,,2.0,-
2223,124,Enissa Amani: Ehrenwort,2018,,26 Apr 2018,60 min,Comedy,Max Amini,Enissa Amani,Enissa Amani,,German,Germany,,https://m.media-amazon.com/images/M/MV5BM2VhMDU2MGUtM2Q0ZC00MWM1LWFkYjUtYjk4NTM3MDQzMzMzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,123,tt8328418,movie,,,,,True,,,-
2226,127,Bill Nye: Science Guy,2017,Not Rated,12 Mar 2017,101 min,Documentary,"David Alvarado, Jason Sussberg",,"Neil deGrasse Tyson, Bill Nye, Ann Druyan, Heather Berlin",A famous television personality struggles to restore science to its rightful place in a world hostile to evidence and reason.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjE0MzUxMjAzMF5BMl5BanBnXkFtZTgwMDY3OTk2MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,6.0,915,tt4853154,movie,,"$22,786",PBS Distribution,,True,,,100
2227,128,Dolfje Weerwolfje,2011,,30 Nov 2011,89 min,"Drama, Family, Fantasy",Joram Lürsen,"Tamara Bos, Paul van Loon (book)","Ole Kroes, Maas Bronkhuyzen, Remko Vrijdag, Kim van Kooten","A young adopted boy, Dolfje, turns into a werewolf at his 7th birthday. Supported by his bigger brother and chased by a mysterious organisation he has to find out how to live a normal life.",Dutch,Netherlands,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQyMjQ2MTc0N15BMl5BanBnXkFtZTgwNDcyNTAxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,445,tt1931421,movie,,,Bos Bros. Film &amp; TV Productions,,True,,,-
2228,129,Ellis in Glamourland,2004,,30 Sep 2004,95 min,"Comedy, Romance",Pieter Kramer,Mischa Alexander,"Linda de Mol, Joan Collins, Chris Tates, Kees Hulst","Ten years after her failed marriage, recently fired mother Ellis ""El"" Vermeulen (Linda de Mol) and preteen son Thijsje (Hylke de Haan) get peanuts while her ex spends everything on new ...","Dutch, English",Netherlands,4 wins.,https://m.media-amazon.com/images/M/MV5BMTM3NzI0MzYyNl5BMl5BanBnXkFtZTcwMDk5NjY5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",,5.8,"1,024",tt0385677,movie,,,,,True,,,-
2229,130,Psychokinesis,2018,Not Rated,25 Apr 2018,101 min,"Action, Comedy, Fantasy",Sang-ho Yeon,Sang-ho Yeon,"Seung-ryong Ryu, Eun-kyung Shim, Jung-min Park, Yu-mi Jung","After drinking water from a mountain spring, a bank security guard gains telekinetic superpowers, which he must use to save his estranged daughter from an evil construction company, as a superhero.",Korean,South Korea,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDQxZjlhZDQtNzEzMS00NGQ5LWEwMzMtZTM0NWI2NmViZWRmXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,5.9,"3,755",tt6890582,movie,25 Apr 2018,,Netflix,,True,,,80%
2231,132,Mercury 13,2018,TV-PG,20 Apr 2018,78 min,Documentary,"David Sington, Heather Walsh",,"Joyce Case, Bill Clinton, Hillary Clinton, Jerrie Cobb","This documentary profiles women who were tested in 1961 for spaceflight, but had their dreams dashed when only men were chosen to become astronauts.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA0NzczNTAzNDdeQTJeQWpwZ15BbWU4MDk0NDc1MjUz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.0,6.7,809,tt8139850,movie,20 Apr 2018,,Netflix,,True,,,100
2232,133,Dude,2018,TV-MA,20 Apr 2018,97 min,"Comedy, Drama",Olivia Milch,"Olivia Milch, Olivia Milch (story by), Kendall McKinnon (story by)","Lucy Hale, Kathryn Prescott, Alexandra Shipp, Awkwafina",A group of teenage girlfriends deal with their impending graduation from high school.,English,USA,,https://m.media-amazon.com/images/M/MV5BMTk1NjA2ODk2NV5BMl5BanBnXkFtZTgwNjkyMTA0NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",,5.1,"5,653",tt3458510,movie,20 Apr 2018,,Netflix,,True,,,-
2233,134,Bro's Before Ho's,2013,,05 Dec 2013,87 min,Comedy,"Steffen Haars, Flip Van der Kuil","Steffen Haars, Flip Van der Kuil","Sylvia Hoeks, Raymond Thiry, Flip Van der Kuil, Huub Smit",Two brothers have their friendship put to the test when they both fall in love with the same beautiful girl.,Dutch,Netherlands,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNzExNzkwMTA4OV5BMl5BanBnXkFtZTgwOTM4MDU3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"5,704",tt2947832,movie,,,,,True,,,-
2234,135,Colombiana,2011,PG-13,26 Aug 2011,108 min,"Action, Drama, Thriller",Olivier Megaton,"Luc Besson (screenplay), Robert Mark Kamen (screenplay)","Zoe Saldana, Jordi Mollà, Lennie James, Amandla Stenberg","A young woman, after witnessing her parents' murder as a child in Bogota, grows up to be a stone-cold assassin.","English, Spanish","France, Mexico, USA, Canada",2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,6.4,"90,806",tt1657507,movie,20 Dec 2011,"$36,665,854",Sony Pictures,,True,,,28%
2235,136,Charité,2017–,TV-MA,14 Mar 2017,45 min,"Drama, History",,,"Alicia von Rittberg, Mala Emde, Maximilian Meyer-Bretschneider, Ulrich Noethen",The series describes the accomplishments of several famous German physicians and scientists at the prestigious Charité hospital in Berlin towards the end of the 19th century.,German,Germany,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZWQ1MzZmMTMtODZiZS00YWU1LWFiZjEtMjQ0NGM5ZTQ0N2I3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",,7.7,"1,279",tt5337806,series,,,,,True,,2.0,-
2237,138,The Alienist,2018,TV-MA,22 Jan 2018,60 min,"Drama, Mystery",,,"Daniel Brühl, Luke Evans, Brian Geraghty, Robert Wisdom",Newspaper illustrator John Moore meets with criminal psychologist (alienist) Dr. Laszlo Kreizler to investigate a serial killer in New York during the late 19th century.,English,USA,Nominated for 2 Golden Globes. Another 2 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTAyMDg5NjYzNTZeQTJeQWpwZ15BbWU4MDA2MTczMjQz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",,7.7,"32,348",tt4604612,series,,,,,True,,1.0,-
2240,141,Race,2016,PG-13,19 Feb 2016,134 min,"Biography, Drama, Sport",Stephen Hopkins,"Joe Shrapnel, Anna Waterhouse","Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton","Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.","English, German","Canada, Germany, France",6 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3MDM1MDU2NF5BMl5BanBnXkFtZTgwMzM3OTIzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,7.1,"32,635",tt3499096,movie,31 May 2016,"$14,319,394",Focus Features,,True,,,62%
2241,142,Monty Python's Flying Circus,1969–1974,TV-14,05 Oct 1969,30 min,Comedy,,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese","Graham Chapman, Eric Idle, Terry Jones, Michael Palin",The original surreal sketch comedy showcase for the Monty Python troupe.,"English, Arabic, French, German, Italian, Mandarin, Spanish",UK,4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMWY2ZGI0OGUtZDc3YS00ZmVjLWJiNWQtZDdmNzFmM2UzYWFhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",,8.8,"63,667",tt0063929,series,,,,,True,,4.0,-
